accuracy,loss,val_accuracy,val_loss,learning_rate
0.2942359149456024,2.35621976852417,0.3214285671710968,1.816741704940796,9.999999747378752e-05
0.25,1.6337627172470093,0.3169642984867096,1.8266942501068115,9.999999747378752e-05
0.38270777463912964,1.953789234161377,0.3169642984867096,1.766566514968872,9.999999747378752e-05
0.4375,2.2244091033935547,0.3258928656578064,1.752573847770691,9.999999747378752e-05
0.4034852683544159,1.8460711240768433,0.3928571343421936,1.6816003322601318,9.999999747378752e-05
0.625,1.2579421997070312,0.3973214328289032,1.6747713088989258,9.999999747378752e-05
0.4346514642238617,1.7625389099121094,0.5401785969734192,1.3756780624389648,9.999999747378752e-05
0.3125,1.662428855895996,0.5401785969734192,1.3736283779144287,9.999999747378752e-05
0.4634718596935272,1.6551976203918457,0.4330357015132904,1.4417308568954468,9.999999747378752e-05
0.3125,2.2053682804107666,0.4330357015132904,1.435867190361023,9.999999747378752e-05
0.4614611268043518,1.5864660739898682,0.5580357313156128,1.4158965349197388,9.999999747378752e-05
0.3125,1.7384377717971802,0.5625,1.4186584949493408,9.999999747378752e-05
0.49396783113479614,1.5020254850387573,0.4419642984867096,1.5577181577682495,9.999999747378752e-05
0.4375,1.9279645681381226,0.4464285671710968,1.5440986156463623,9.999999747378752e-05
0.4819034934043884,1.4941314458847046,0.5892857313156128,1.3103588819503784,9.999999747378752e-05
0.3125,1.7116466760635376,0.59375,1.3101890087127686,9.999999747378752e-05
0.5043449401855469,1.4537447690963745,0.5714285969734192,1.3582106828689575,9.999999747378752e-05
0.5,1.2107399702072144,0.5669642686843872,1.357689619064331,9.999999747378752e-05
0.5194370150566101,1.3888509273529053,0.5535714030265808,1.3509286642074585,9.999999747378752e-05
0.5,1.181027889251709,0.5535714030265808,1.3516477346420288,9.999999747378752e-05
